Nod & Grin - Aaron Judge,https://gfycat.com/PlumpBigKakarikis
Fuck Yeah - Andrew Miller,http://gfycat.com/DearestSarcasticGorilla
Fuck Yeah - Chase Headley,https://gfycat.com/LimpingQuickAmericancrayfish
Fuck Yeah - Aaron Hicks,https://gfycat.com/AdolescentCoarseErmine
Missed Shot - Chase Headley ,https://imgur.com/V9WwPYH
Finger Wag - Chase Headley ,http://imgur.com/IyYN7tj
That's Horseshit - Carsten Charles Sabathia ,http://gfycat.com/ActiveJadedItalianbrownbear
Deal With It - Don Mattingly ,https://gfycat.com/FlamboyantScarceDingo
Get the fuck out of here - Carsten Charles Sabathia ,http://gfycat.com/AcclaimedTiredBlackbird
Claps - Mark Teixeira,http://gfycat.com/BrightMildBarnowl
David Ortiz did steroids - Family Guy,http://gfycat.com/ComplexObedientArgusfish
Thumbs Up 1 - Brian Cashman,https://gfycat.com/UntimelyLikableHorseshoebat
Thumbs up 2 - Brian Cashman,https://gfycat.com/KindEthicalErne
Fist Pump - Brian Cashman,https://gfycat.com/BewitchedHeavenlyCollardlizard
Finger Guns - Matt Holiday,http://gfycat.com/BlaringSimilarDinosaur
Laugh - Andrew Miller,http://gfycat.com/AdmiredVengefulChafer
Archer Dinger- Chris Archer,http://gfycat.com/HelplessOblongArkshell
Jeter Nephew Tips His Cap - Derek Jeter,http://mlb.mlb.com/images/1/4/2/91767142/082714_jeter_fan_cap_tip_twi_3u3irt6q.gif
Laugh - Derek Jeter,http://i.imgur.com/7sISjJl.gif
Throwing In The Towel - Joe Girardi,http://i.imgur.com/A9U1bsb.gif
Girardi Throws a Punch - Joe Girardi,https://usatftw.files.wordpress.com/2013/08/mbojnfu1.gif
Fucking Pussy - Joe Girardi,http://i.imgur.com/VfEhWAy.gif
MVPigeon - Pigeon,https://i.imgur.com/Zv5H0jD.jpg
Finger Point - Alex Rodriguez,http://cdn1.sbnation.com/imported_assets/1877295/817153104_medium.gif
Claps - Derek Jeter,http://cdn1.sbnation.com/imported_assets/1877307/817153227_medium.gif
Timeout - Alex Rodriguez,http://cdn0.sbnation.com/imported_assets/1877355/817154059_medium.gif
WHAT!? - Alex Rodriguez,http://cdn0.sbnation.com/imported_assets/1877373/817154441_medium.gif
Fist Pump - Blake Parker,https://gfycat.com/HonestWealthyJunco
Sarcastic Woo - the rich asshole / O'Reilly,https://i.imgur.com/j10RwLG.mp4
Fuck Yeah - Alex Rodriguez,https://gfycat.com/WeirdTintedFlicker
Celebrate - Typical Yankee Fan,https://i.imgur.com/GrmVk6Q.mp4
Claps - Mariano,https://imgur.com/tEKsMr9
WOOOOOO!  - Brett Gardner,https://media.giphy.com/media/qrZMFheVegCha/giphy.gif
Fistbump/GJ - Aaron Judge,https://imgur.com/oYRbTGj
Deal With It - Penny,http://i.imgur.com/AlJGZcJ.gifv
Fuck you recycling bin  - Brett Gardner,https://media.giphy.com/media/uOx951cXV5roY/giphy.gif 
It's On - Tyler Austin,https://i.imgur.com/ogD3gRO.gifv
SHIT!- Giancarlo Stanton,https://giant.gfycat.com/ShadySnarlingAnnelida.gif
D-Rob to the rescue!- David Robertson,https://giant.gfycat.com/OpenCloudyColt.gif
Let's Fucking Go Baby! - Tyler Wade,https://giant.gfycat.com/DeterminedParchedArgali.gif
"Nuh uh" finger wiggle - Chad Green,https://i.imgflip.com/26rtor.gif
Wiping sweat from brow - Gary Sanchez,https://i.imgflip.com/26rtim.gif
Frustrated - Tommy Kahnle,https://i.imgflip.com/26rtc1.gif
Turning up the heat - David Robertson,https://i.imgflip.com/26rszy.gif
Home Run Derby "OMG" - Dellin Betances,http://i.imgur.com/RM2UzzB.gifv
Home Run Derby point + fist pump - Aaron Judge,http://i.imgur.com/oYRbTGj.gifv
Nodding in acknowledgement - Aaron Judge,http://i.imgur.com/i5sFDAl.gifv
¯\\\_(ツ_/¯ - Joe Girardi,http://i.imgur.com/MdKX0FA.gifv
Finger guns - Ji-Man Choi,http://i.imgur.com/4bdutcK.gifv
Perfect game fist pump + Carried off mound - David Wells,https://media.giphy.com/media/13CV3wS6Oo9Pfq/giphy.gif
Carried off mound - David Wells,https://media.giphy.com/media/y7C0lujjI6vn2/giphy.gif
Just sitting there chewing gum - Mariano Rivera,https://media.giphy.com/media/d9klnM1mwmzja/giphy.gif
Looking bewildered - David Cone,https://media.giphy.com/media/LnLTGWpx6QsMg/giphy.gif
Tipping cap to the crowd - Paul O'Neill,https://media.giphy.com/media/7U5H7gRykbnrO/giphy.gif
Looking bewildered - Mariano Rivera,https://media.giphy.com/media/11G68dVJeP4O0E/giphy.gif
Looking stressed out - Random Yankees Fan,https://media.giphy.com/media/mMcgrFYTk5mJa/giphy.gif
"Aw come on!" - Robinson Cano,https://media.giphy.com/media/N880aqqOxX7yM/giphy.gif
Gatorade Dump - Brett Gardner/Ivan Nova,https://media.giphy.com/media/95hnCvnMKyeUE/giphy.gif
Very stoked/pounding chest - Nick Swisher,https://media.giphy.com/media/xRQm30nrraikw/giphy.gif
Running around in a horse mask - Shawn Kelley?,https://media.giphy.com/media/WvysVeNXDOMmI/giphy.gif
to something that looked painful - Random Yankees Fan,https://media.giphy.com/media/TigHTrCjQ4yMo/giphy.gif
"Me? You? Him? - Granderson/Jones/Wise?,https://media.giphy.com/media/wkV3HDV6FLTBm/giphy.gif
Cheesy Thumbs Up (low quality) - Mark Teixeira,https://media.giphy.com/media/U0j3lCE6lsb4I/giphy.gif
The infamous "Pork on a Stick" incident - Kim Jones/Random Yankees Fan,https://media.giphy.com/media/YdqmnhfdITOaA/giphy.gif
"Whatever man" - Chris Young,https://media.giphy.com/media/PpfUtZh4X8rkc/giphy.gif
"Hold me back bro" - Darryl Strawberry,https://media.giphy.com/media/TcIM2L3viZPzy/giphy.gif,
The Stare - Andy Pettitte,https://media.giphy.com/media/PYyoKmvfhBPqw/giphy.gif
Eye roll - Mariano Rivera,https://media.giphy.com/media/QxcxMk2qRKAq4/giphy.gif
Happy - Masahiro Tanaka,https://media.giphy.com/media/PNsRaAgg6obde/giphy.gif
Laughing - Joe Girardi,https://media.giphy.com/media/W0mPWftLfKgi4/giphy.gif
Spitting/Raising Eyebrows - Joe Girardi,https://media.giphy.com/media/oJUYFcJkknPAQ/giphy.gif
Tip of the cap - Derek Jeter's Nephew,https://media.giphy.com/media/53VGebWOl8QTe/giphy.gif
