Another tip of the cap - Derek Jeter's Nephew,https://media.giphy.com/media/PvOaViFP2GKQ/giphy.gif
Mo's last game - Jeter/Pettitte/Rivera,https://media.giphy.com/media/JvabaDKBA7GZG/giphy.gif
Shocked - Random Yankees Fan,https://media.giphy.com/media/rUaPtYEo3LCE/giphy.gif
Bees/Tex Holding Honey - Mark Teixeira,https://media.giphy.com/media/VIiZnwytsvRza/giphy.gif
Tip of the cap - Billy Crystal,https://media.giphy.com/media/rMuO8CgQNEDp6/giphy.gif
 what?" - Joe Girardi,https://media.giphy.com/media/lxTb130aLwOt2/giphy.gif,"Wait
Elaborate high-five - Castro/Torreyes,https://media.giphy.com/media/10kTZ3ef7i8OuQ/giphy.gif
Home plate celebration - Matt Holliday,https://media.giphy.com/media/Iyykuaakssqfm/giphy.gif
Tip of the cap - Derek Jeter,https://media.giphy.com/media/RHoRwhdlh6TBK/giphy.gif
High five - Judge/Torreyes,https://media.giphy.com/media/JhA9HlwTkZ7kk/giphy.gif
Home plate celebration - Didi Gregorius,https://media.giphy.com/media/26DobeHOMXGzMwYyQ/giphy.gif
Dugout going nuts - Bunch of guys,https://media.giphy.com/media/UrChGtXN2N94I/giphy.gif
